,Sentence #,Word,Pos,Tag
47179,Sentence 4094,to,TO,O
47180,Sentence 4094,baltimore,VB,B-toloc
47181,Sentence 4095,show,VB,O
47182,Sentence 4095,me,PRP,O
47183,Sentence 4095,flights,NNS,O
47184,Sentence 4095,from,IN,O
47185,Sentence 4095,montreal,NN,B-fromloc
47186,Sentence 4095,to,TO,O
47187,Sentence 4095,orlando,VB,B-toloc
47188,Sentence 4096,which,WDT,O
47189,Sentence 4096,flights,NNS,O
47190,Sentence 4096,are,VBP,O
47191,Sentence 4096,between,IN,O
47192,Sentence 4096,boston,NN,B-fromloc
47193,Sentence 4096,and,CC,O
47194,Sentence 4096,baltimore,IN,B-toloc
47195,Sentence 4096,washington,NN,B-toloc
47196,Sentence 4097,now,RB,O
47197,Sentence 4097,show,VBP,O
47198,Sentence 4097,me,PRP,O
47199,Sentence 4097,flights,NNS,O
47200,Sentence 4097,from,IN,O
47201,Sentence 4097,pittsburgh,NN,B-fromloc
47202,Sentence 4097,to,TO,O
47203,Sentence 4097,philadelphia,VB,B-toloc
47204,Sentence 4098,show,VB,O
47205,Sentence 4098,me,PRP,O
47206,Sentence 4098,the,DT,O
47207,Sentence 4098,flights,NNS,O
47208,Sentence 4098,from,IN,O
47209,Sentence 4098,atlanta,NN,B-fromloc
47210,Sentence 4098,to,TO,O
47211,Sentence 4098,philadelphia,VB,B-toloc
47212,Sentence 4099,list,NN,O
47213,Sentence 4099,all,DT,O
47214,Sentence 4099,flights,NNS,O
47215,Sentence 4099,from,IN,O
47216,Sentence 4099,nashville,NN,B-fromloc
47217,Sentence 4099,to,TO,O
47218,Sentence 4099,seattle,VB,B-toloc
47219,Sentence 4100,flights,NNS,O
47220,Sentence 4100,from,IN,O
47221,Sentence 4100,baltimore,NN,B-fromloc
47222,Sentence 4100,to,TO,O
47223,Sentence 4100,dallas,VB,B-toloc
47224,Sentence 4101,what,WP,O
47225,Sentence 4101,flights,NNS,O
47226,Sentence 4101,from,IN,O
47227,Sentence 4101,tampa,NN,B-fromloc
47228,Sentence 4101,to,TO,O
47229,Sentence 4101,cincinnati,VB,B-toloc
47230,Sentence 4102,show,NN,O
47231,Sentence 4102,flights,NNS,O
47232,Sentence 4102,from,IN,O
47233,Sentence 4102,atlanta,NN,B-fromloc
47234,Sentence 4102,to,TO,O
47235,Sentence 4102,baltimore,VB,B-toloc
47236,Sentence 4103,list,NN,O
47237,Sentence 4103,all,DT,O
47238,Sentence 4103,flights,NNS,O
47239,Sentence 4103,from,IN,O
47240,Sentence 4103,burbank,NN,B-fromloc
47241,Sentence 4103,to,TO,O
47242,Sentence 4103,denver,VB,B-toloc
47243,Sentence 4104,what,WP,O
47244,Sentence 4104,flights,NNS,O
47245,Sentence 4104,leave,VBP,O
47246,Sentence 4104,from,IN,O
47247,Sentence 4104,cleveland,NN,B-fromloc
47248,Sentence 4104,and,CC,O
47249,Sentence 4104,go,VB,O
47250,Sentence 4104,to,TO,O
47251,Sentence 4104,dallas,VB,B-toloc
47252,Sentence 4105,i,NNS,O
47253,Sentence 4105,need,VBP,O
47254,Sentence 4105,a,DT,O
47255,Sentence 4105,flight,NN,O
47256,Sentence 4105,from,IN,O
47257,Sentence 4105,philadelphia,NN,B-fromloc
47258,Sentence 4105,to,TO,O
47259,Sentence 4105,denver,VB,B-toloc
47260,Sentence 4106,show,VB,O
47261,Sentence 4106,me,PRP,O
47262,Sentence 4106,the,DT,O
47263,Sentence 4106,flights,NNS,O
47264,Sentence 4106,from,IN,O
47265,Sentence 4106,indianapolis,NN,B-fromloc
47266,Sentence 4106,to,TO,O
47267,Sentence 4106,memphis,VB,B-toloc
47268,Sentence 4107,show,VB,O
47269,Sentence 4107,me,PRP,O
47270,Sentence 4107,the,DT,O
47271,Sentence 4107,flights,NNS,O
47272,Sentence 4107,from,IN,O
47273,Sentence 4107,boston,NN,B-fromloc
47274,Sentence 4107,to,TO,O
47275,Sentence 4107,atlanta,VB,B-toloc
47276,Sentence 4107,and,CC,O
47277,Sentence 4107,the,DT,O
47278,Sentence 4107,return,NN,O
47279,Sentence 4107,flights,NNS,O
47280,Sentence 4107,from,IN,O
47281,Sentence 4107,atlanta,NN,B-fromloc
47282,Sentence 4107,to,TO,O
47283,Sentence 4107,boston,VB,B-toloc
47284,Sentence 4108,are,VBP,O
47285,Sentence 4108,there,EX,O
47286,Sentence 4108,any,DT,O
47287,Sentence 4108,flights,NNS,O
47288,Sentence 4108,between,IN,O
47289,Sentence 4108,philadelphia,NN,B-fromloc
47290,Sentence 4108,and,CC,O
47291,Sentence 4108,denver,NN,B-toloc
47292,Sentence 4109,i,JJ,O
47293,Sentence 4109,d,MD,O
47294,Sentence 4109,like,VB,O
47295,Sentence 4109,to,TO,O
47296,Sentence 4109,fly,VB,O
47297,Sentence 4109,from,IN,O
47298,Sentence 4109,tampa,NN,B-fromloc
47299,Sentence 4109,to,TO,O
47300,Sentence 4109,montreal,VB,B-toloc
47301,Sentence 4110,now,RB,O
47302,Sentence 4110,show,VB,O
47303,Sentence 4110,me,PRP,O
47304,Sentence 4110,the,DT,O
47305,Sentence 4110,flights,NNS,O
47306,Sentence 4110,from,IN,O
47307,Sentence 4110,pittsburgh,NN,B-fromloc
47308,Sentence 4110,to,TO,O
47309,Sentence 4110,baltimore,VB,B-toloc
47310,Sentence 4111,i,NN,O
47311,Sentence 4111,would,MD,O
47312,Sentence 4111,like,VB,O
47313,Sentence 4111,to,TO,O
47314,Sentence 4111,fly,VB,O
47315,Sentence 4111,to,TO,O
47316,Sentence 4111,baltimore,VB,B-toloc
47317,Sentence 4112,flights,NNS,O
47318,Sentence 4112,to,TO,O
47319,Sentence 4112,baltimore,VB,B-toloc
47320,Sentence 4113,show,VB,O
47321,Sentence 4113,me,PRP,O
47322,Sentence 4113,the,DT,O
47323,Sentence 4113,flights,NNS,O
47324,Sentence 4113,from,IN,O
47325,Sentence 4113,dallas,NN,B-fromloc
47326,Sentence 4113,to,TO,O
47327,Sentence 4113,baltimore,VB,B-toloc
47328,Sentence 4114,i,NN,O
47329,Sentence 4114,would,MD,O
47330,Sentence 4114,like,VB,O
47331,Sentence 4114,to,TO,O
47332,Sentence 4114,fly,VB,O
47333,Sentence 4114,from,IN,O
47334,Sentence 4114,pittsburgh,NN,B-fromloc
47335,Sentence 4114,to,TO,O
47336,Sentence 4114,atlanta,VB,B-toloc
47337,Sentence 4115,list,NN,O
47338,Sentence 4115,flights,NNS,O
47339,Sentence 4115,between,IN,O
47340,Sentence 4115,denver,NN,B-fromloc
47341,Sentence 4115,and,CC,O
47342,Sentence 4115,pittsburgh,NN,B-toloc
47343,Sentence 4116,i,NNS,O
47344,Sentence 4116,need,VBP,O
47345,Sentence 4116,a,DT,O
47346,Sentence 4116,return,NN,O
47347,Sentence 4116,flight,NN,O
47348,Sentence 4116,from,IN,O
47349,Sentence 4116,philadelphia,NN,B-fromloc
47350,Sentence 4116,to,TO,O
47351,Sentence 4116,boston,VB,B-toloc
47352,Sentence 4117,flight,NN,O
47353,Sentence 4117,from,IN,O
47354,Sentence 4117,cleveland,NN,B-fromloc
47355,Sentence 4117,to,TO,O
47356,Sentence 4117,nashville,VB,B-toloc
47357,Sentence 4118,i,NNS,O
47358,Sentence 4118,need,VBP,O
47359,Sentence 4118,a,DT,O
47360,Sentence 4118,flight,NN,O
47361,Sentence 4118,from,IN,O
47362,Sentence 4118,denver,NN,B-fromloc
47363,Sentence 4118,to,TO,O
47364,Sentence 4118,philadelphia,VB,B-toloc
47365,Sentence 4119,flights,NNS,O
47366,Sentence 4119,from,IN,O
47367,Sentence 4119,charlotte,NN,B-fromloc
47368,Sentence 4119,to,TO,O
47369,Sentence 4119,baltimore,VB,B-toloc
47370,Sentence 4120,i,JJ,O
47371,Sentence 4120,d,MD,O
47372,Sentence 4120,like,VB,O
47373,Sentence 4120,to,TO,O
47374,Sentence 4120,fly,VB,O
47375,Sentence 4120,from,IN,O
47376,Sentence 4120,boston,NN,B-fromloc
47377,Sentence 4120,to,TO,O
47378,Sentence 4120,baltimore,VB,B-toloc
47379,Sentence 4121,show,VB,O
47380,Sentence 4121,me,PRP,O
47381,Sentence 4121,the,DT,O
47382,Sentence 4121,flights,NNS,O
47383,Sentence 4121,from,IN,O
47384,Sentence 4121,indianapolis,NN,B-fromloc
47385,Sentence 4121,to,TO,O
47386,Sentence 4121,montreal,VB,B-toloc
47387,Sentence 4122,flights,NNS,O
47388,Sentence 4122,from,IN,O
47389,Sentence 4122,newark,NN,B-fromloc
47390,Sentence 4122,to,TO,O
47391,Sentence 4122,boston,VB,B-toloc
47392,Sentence 4123,show,VB,O
47393,Sentence 4123,me,PRP,O
47394,Sentence 4123,all,PDT,O
47395,Sentence 4123,the,DT,O
47396,Sentence 4123,flights,NNS,O
47397,Sentence 4123,from,IN,O
47398,Sentence 4123,columbus,NN,B-fromloc
47399,Sentence 4123,to,TO,O
47400,Sentence 4123,baltimore,VB,B-toloc
47401,Sentence 4124,show,VB,O
47402,Sentence 4124,me,PRP,O
47403,Sentence 4124,all,PDT,O
47404,Sentence 4124,the,DT,O
47405,Sentence 4124,flights,NNS,O
47406,Sentence 4124,between,IN,O
47407,Sentence 4124,oakland,NN,B-fromloc
47408,Sentence 4124,and,CC,O
47409,Sentence 4124,denver,NN,B-toloc
47410,Sentence 4125,could,MD,O
47411,Sentence 4125,i,VB,O
47412,Sentence 4125,have,VB,O
47413,Sentence 4125,flight,NN,O
47414,Sentence 4125,information,NN,O
47415,Sentence 4125,on,IN,O
47416,Sentence 4125,flights,NNS,O
47417,Sentence 4125,from,IN,O
47418,Sentence 4125,pittsburgh,NN,B-fromloc
47419,Sentence 4125,to,TO,O
47420,Sentence 4125,phoenix,VB,B-toloc
47421,Sentence 4125,please,NN,O
47422,Sentence 4126,what,WP,O
47423,Sentence 4126,flights,NNS,O
47424,Sentence 4126,go,VBP,O
47425,Sentence 4126,from,IN,O
47426,Sentence 4126,boston,NN,B-fromloc
47427,Sentence 4126,to,TO,O
47428,Sentence 4126,orlando,VB,B-toloc
47429,Sentence 4127,give,VB,O
47430,Sentence 4127,me,PRP,O
47431,Sentence 4127,a,DT,O
47432,Sentence 4127,list,NN,O
47433,Sentence 4127,of,IN,O
47434,Sentence 4127,flights,NNS,O
47435,Sentence 4127,between,IN,O
47436,Sentence 4127,pittsburgh,NN,B-fromloc
47437,Sentence 4127,and,CC,O
47438,Sentence 4127,baltimore,NN,B-toloc
47439,Sentence 4128,flights,NNS,O
47440,Sentence 4128,from,IN,O
47441,Sentence 4128,memphis,NN,B-fromloc
47442,Sentence 4128,to,TO,O
47443,Sentence 4128,seattle,VB,B-toloc
47444,Sentence 4129,please,VB,O
47445,Sentence 4129,give,VB,O
47446,Sentence 4129,me,PRP,O
47447,Sentence 4129,flights,NNS,O
47448,Sentence 4129,available,JJ,O
47449,Sentence 4129,from,IN,O
47450,Sentence 4129,baltimore,NN,B-fromloc
47451,Sentence 4129,to,TO,O
47452,Sentence 4129,philadelphia,VB,B-toloc
47453,Sentence 4130,flights,NNS,O
47454,Sentence 4130,from,IN,O
47455,Sentence 4130,phoenix,NN,B-fromloc
47456,Sentence 4130,to,TO,O
47457,Sentence 4130,milwaukee,VB,B-toloc
47458,Sentence 4131,please,VB,O
47459,Sentence 4131,list,NN,O
47460,Sentence 4131,all,DT,O
47461,Sentence 4131,flights,NNS,O
47462,Sentence 4131,between,IN,O
47463,Sentence 4131,boston,NN,B-fromloc
47464,Sentence 4131,and,CC,O
47465,Sentence 4131,atlanta,NN,B-toloc
47466,Sentence 4132,i,NN,O
47467,Sentence 4132,want,VBP,O
47468,Sentence 4132,a,DT,O
47469,Sentence 4132,flight,NN,O
47470,Sentence 4132,originating,VBG,O
47471,Sentence 4132,in,IN,O
47472,Sentence 4132,denver,NN,B-fromloc
47473,Sentence 4132,going,VBG,O
47474,Sentence 4132,to,TO,O
47475,Sentence 4132,pittsburgh,VB,B-toloc
47476,Sentence 4132,and,CC,O
47477,Sentence 4132,atlanta,VB,B-toloc
47478,Sentence 4132,in,IN,O
47479,Sentence 4132,either,DT,O
47480,Sentence 4132,order,NN,O
47481,Sentence 4133,what,WDT,O
47482,Sentence 4133,are,VBP,O
47483,Sentence 4133,all,DT,O
47484,Sentence 4133,flights,NNS,O
47485,Sentence 4133,from,IN,O
47486,Sentence 4133,boston,NN,B-fromloc
47487,Sentence 4133,to,TO,O
47488,Sentence 4133,denver,VB,B-toloc
47489,Sentence 4134,phoenix,NN,B-fromloc
47490,Sentence 4134,to,TO,O
47491,Sentence 4134,denver,VB,B-toloc
47492,Sentence 4135,show,VB,O
47493,Sentence 4135,me,PRP,O
47494,Sentence 4135,flights,NNS,O
47495,Sentence 4135,from,IN,O
47496,Sentence 4135,atlanta,NN,B-fromloc
47497,Sentence 4135,to,TO,O
47498,Sentence 4135,baltimore,VB,B-toloc
47499,Sentence 4136,what,WP,O
47500,Sentence 4136,flights,NNS,O
47501,Sentence 4136,are,VBP,O
47502,Sentence 4136,there,RB,O
47503,Sentence 4136,from,IN,O
47504,Sentence 4136,denver,NN,B-fromloc
47505,Sentence 4136,to,TO,O
47506,Sentence 4136,atlanta,VB,B-toloc
47507,Sentence 4137,show,VB,O
47508,Sentence 4137,me,PRP,O
47509,Sentence 4137,the,DT,O
47510,Sentence 4137,flights,NNS,O
47511,Sentence 4137,from,IN,O
47512,Sentence 4137,philadelphia,NN,B-fromloc
47513,Sentence 4137,to,TO,O
47514,Sentence 4137,atlanta,VB,B-toloc
47515,Sentence 4138,how,WRB,O
47516,Sentence 4138,do,VB,O
47517,Sentence 4138,you,PRP,O
47518,Sentence 4138,get,VB,O
47519,Sentence 4138,from,IN,O
47520,Sentence 4138,the,DT,O
47521,Sentence 4138,airport,NN,O
47522,Sentence 4138,to,TO,O
47523,Sentence 4138,downtown,VB,O
47524,Sentence 4138,dallas,NNS,B-toloc
47525,Sentence 4138,please,VB,O
47526,Sentence 4139,show,VB,O
47527,Sentence 4139,me,PRP,O
47528,Sentence 4139,all,DT,O
47529,Sentence 4139,flights,NNS,O
47530,Sentence 4139,from,IN,O
47531,Sentence 4139,charlotte,NN,B-fromloc
47532,Sentence 4139,to,TO,O
47533,Sentence 4139,philadelphia,VB,B-toloc
47534,Sentence 4140,what,WP,O
47535,Sentence 4140,s,VBZ,O
47536,Sentence 4140,a,DT,O
47537,Sentence 4140,flight,NN,O
47538,Sentence 4140,that,WDT,O
47539,Sentence 4140,goes,VBZ,O
47540,Sentence 4140,from,IN,O
47541,Sentence 4140,baltimore,NN,B-fromloc
47542,Sentence 4140,to,TO,O
47543,Sentence 4140,seattle,VB,B-toloc
47544,Sentence 4141,show,VB,O
47545,Sentence 4141,me,PRP,O
47546,Sentence 4141,flights,NNS,O
47547,Sentence 4141,from,IN,O
47548,Sentence 4141,baltimore,NN,B-fromloc
47549,Sentence 4141,to,TO,O
47550,Sentence 4141,philadelphia,VB,B-toloc
47551,Sentence 4142,i,NN,O
47552,Sentence 4142,would,MD,O
47553,Sentence 4142,like,VB,O
47554,Sentence 4142,to,TO,O
47555,Sentence 4142,fly,VB,O
47556,Sentence 4142,from,IN,O
47557,Sentence 4142,boston,NN,B-fromloc
47558,Sentence 4142,to,TO,O
47559,Sentence 4142,oakland,VB,B-toloc
47560,Sentence 4142,what,WP,O
47561,Sentence 4142,airlines,NNS,O
47562,Sentence 4142,fly,VBP,O
47563,Sentence 4142,from,IN,O
47564,Sentence 4142,boston,NN,B-fromloc
47565,Sentence 4142,to,TO,O
47566,Sentence 4142,oakland,VB,B-toloc
47567,Sentence 4143,how,WRB,O
47568,Sentence 4143,can,MD,O
47569,Sentence 4143,i,VB,O
47570,Sentence 4143,get,VB,O
47571,Sentence 4143,from,IN,O
47572,Sentence 4143,the,DT,O
47573,Sentence 4143,airport,NN,O
47574,Sentence 4143,in,IN,O
47575,Sentence 4143,pittsburgh,NN,B-fromloc
47576,Sentence 4143,to,TO,O
47577,Sentence 4143,downtown,VB,O
47578,Sentence 4144,list,NN,O
47579,Sentence 4144,flights,NNS,O
47580,Sentence 4144,from,IN,O
47581,Sentence 4144,la,NN,B-fromloc
47582,Sentence 4144,to,TO,O
47583,Sentence 4144,orlando,VB,B-toloc
47584,Sentence 4145,list,NN,O
47585,Sentence 4145,flights,NNS,O
47586,Sentence 4145,from,IN,O
47587,Sentence 4145,denver,NN,B-fromloc
47588,Sentence 4145,to,TO,O
47589,Sentence 4145,baltimore,VB,B-toloc
47590,Sentence 4146,i,NN,O
47591,Sentence 4146,would,MD,O
47592,Sentence 4146,like,VB,O
47593,Sentence 4146,to,TO,O
47594,Sentence 4146,see,VB,O
47595,Sentence 4146,the,DT,O
47596,Sentence 4146,flights,NNS,O
47597,Sentence 4146,from,IN,O
47598,Sentence 4146,baltimore,NN,B-fromloc
47599,Sentence 4146,to,TO,O
47600,Sentence 4146,philadelphia,VB,B-toloc
47601,Sentence 4147,show,VB,O
47602,Sentence 4147,me,PRP,O
47603,Sentence 4147,all,DT,O
47604,Sentence 4147,flights,NNS,O
47605,Sentence 4147,from,IN,O
47606,Sentence 4147,milwaukee,NN,B-fromloc
47607,Sentence 4147,to,TO,O
47608,Sentence 4147,orlando,VB,B-toloc
47609,Sentence 4148,what,WP,O
47610,Sentence 4148,flights,NNS,O
47611,Sentence 4148,go,VBP,O
47612,Sentence 4148,from,IN,O
47613,Sentence 4148,dallas,NN,B-fromloc
47614,Sentence 4148,to,TO,O
47615,Sentence 4148,tampa,VB,B-toloc
47616,Sentence 4149,please,JJ,O
47617,Sentence 4149,list,NN,O
47618,Sentence 4149,flights,NNS,O
47619,Sentence 4149,from,IN,O
47620,Sentence 4149,orlando,NN,B-fromloc
47621,Sentence 4149,to,TO,O
47622,Sentence 4149,philadelphia,VB,B-toloc
47623,Sentence 4150,i,NN,O
47624,Sentence 4150,m,VBP,O
47625,Sentence 4150,interested,JJ,O
47626,Sentence 4150,in,IN,O
47627,Sentence 4150,flying,VBG,O
47628,Sentence 4150,from,IN,O
47629,Sentence 4150,boston,NN,B-fromloc
47630,Sentence 4150,to,TO,O
47631,Sentence 4150,atlanta,VB,B-toloc
47632,Sentence 4151,can,MD,O
47633,Sentence 4151,you,PRP,O
47634,Sentence 4151,tell,VB,O
47635,Sentence 4151,me,PRP,O
47636,Sentence 4151,how,WRB,O
47637,Sentence 4151,to,TO,O
47638,Sentence 4151,get,VB,O
47639,Sentence 4151,from,IN,O
47640,Sentence 4151,the,DT,O
47641,Sentence 4151,airport,NN,O
47642,Sentence 4151,in,IN,O
47643,Sentence 4151,philadelphia,NN,B-fromloc
47644,Sentence 4151,to,TO,O
47645,Sentence 4151,downtown,VB,O
47646,Sentence 4152,i,NNS,O
47647,Sentence 4152,need,VBP,O
47648,Sentence 4152,a,DT,O
47649,Sentence 4152,flight,NN,O
47650,Sentence 4152,from,IN,O
47651,Sentence 4152,tampa,NN,B-fromloc
47652,Sentence 4152,to,TO,O
47653,Sentence 4152,montreal,VB,B-toloc
47654,Sentence 4153,list,NN,O
47655,Sentence 4153,flights,NNS,O
47656,Sentence 4153,from,IN,O
47657,Sentence 4153,phoenix,NN,B-fromloc
47658,Sentence 4153,to,TO,O
47659,Sentence 4153,houston,VB,B-toloc
47660,Sentence 4154,what,WDT,O
47661,Sentence 4154,are,VBP,O
47662,Sentence 4154,the,DT,O
47663,Sentence 4154,flights,NNS,O
47664,Sentence 4154,from,IN,O
47665,Sentence 4154,denver,NN,B-fromloc
47666,Sentence 4154,to,TO,O
47667,Sentence 4154,oakland,VB,B-toloc
47668,Sentence 4155,i,NN,O
47669,Sentence 4155,would,MD,O
47670,Sentence 4155,like,VB,O
47671,Sentence 4155,to,TO,O
47672,Sentence 4155,fly,VB,O
47673,Sentence 4155,from,IN,O
47674,Sentence 4155,atlanta,NN,B-fromloc
47675,Sentence 4155,to,TO,O
47676,Sentence 4155,philadelphia,VB,B-toloc
47677,Sentence 4156,list,NN,O
47678,Sentence 4156,the,DT,O
47679,Sentence 4156,flights,NNS,O
47680,Sentence 4156,from,IN,O
47681,Sentence 4156,cleveland,NN,B-fromloc
47682,Sentence 4156,to,TO,O
47683,Sentence 4156,memphis,VB,B-toloc
47684,Sentence 4157,i,NN,O
47685,Sentence 4157,would,MD,O
47686,Sentence 4157,like,VB,O
47687,Sentence 4157,to,TO,O
47688,Sentence 4157,see,VB,O
47689,Sentence 4157,the,DT,O
47690,Sentence 4157,flights,NNS,O
47691,Sentence 4157,from,IN,O
47692,Sentence 4157,denver,NN,B-fromloc
47693,Sentence 4157,to,TO,O
47694,Sentence 4157,philadelphia,VB,B-toloc
47695,Sentence 4158,list,NN,O
47696,Sentence 4158,all,DT,O
47697,Sentence 4158,flights,NNS,O
47698,Sentence 4158,from,IN,O
47699,Sentence 4158,indianapolis,NN,B-fromloc
47700,Sentence 4158,to,TO,O
47701,Sentence 4158,seattle,VB,B-toloc
47702,Sentence 4159,show,VB,O
47703,Sentence 4159,me,PRP,O
47704,Sentence 4159,the,DT,O
47705,Sentence 4159,flights,NNS,O
47706,Sentence 4159,from,IN,O
47707,Sentence 4159,denver,NN,B-fromloc
47708,Sentence 4159,to,TO,O
47709,Sentence 4159,philadelphia,VB,B-toloc
47710,Sentence 4159,again,RB,O
47711,Sentence 4160,i,NN,O
47712,Sentence 4160,would,MD,O
47713,Sentence 4160,like,VB,O
47714,Sentence 4160,to,TO,O
47715,Sentence 4160,fly,VB,O
47716,Sentence 4160,from,IN,O
47717,Sentence 4160,philadelphia,NN,B-fromloc
47718,Sentence 4160,to,TO,O
47719,Sentence 4160,dallas,VB,B-toloc
47720,Sentence 4161,list,NN,O
47721,Sentence 4161,all,DT,O
47722,Sentence 4161,flights,NNS,O
47723,Sentence 4161,from,IN,O
47724,Sentence 4161,pittsburgh,NN,B-fromloc
47725,Sentence 4161,to,TO,O
47726,Sentence 4161,philadelphia,VB,B-toloc
47727,Sentence 4162,show,VB,O
47728,Sentence 4162,me,PRP,O
47729,Sentence 4162,the,DT,O
47730,Sentence 4162,flights,NNS,O
47731,Sentence 4162,from,IN,O
47732,Sentence 4162,oakland,NN,B-fromloc
47733,Sentence 4162,to,TO,O
47734,Sentence 4162,washington,VB,B-toloc
47735,Sentence 4163,can,MD,O
47736,Sentence 4163,you,PRP,O
47737,Sentence 4163,give,VB,O
47738,Sentence 4163,me,PRP,O
47739,Sentence 4163,a,DT,O
47740,Sentence 4163,list,NN,O
47741,Sentence 4163,of,IN,O
47742,Sentence 4163,the,DT,O
47743,Sentence 4163,flights,NNS,O
47744,Sentence 4163,from,IN,O
47745,Sentence 4163,atlanta,NN,B-fromloc
47746,Sentence 4163,to,TO,O
47747,Sentence 4163,boston,VB,B-toloc
47748,Sentence 4164,what,WDT,O
47749,Sentence 4164,are,VBP,O
47750,Sentence 4164,the,DT,O
47751,Sentence 4164,flights,NNS,O
47752,Sentence 4164,from,IN,O
47753,Sentence 4164,tampa,NN,B-fromloc
47754,Sentence 4164,to,TO,O
47755,Sentence 4164,milwaukee,VB,B-toloc
47756,Sentence 4165,show,VB,O
47757,Sentence 4165,me,PRP,O
47758,Sentence 4165,the,DT,O
47759,Sentence 4165,flights,NNS,O
47760,Sentence 4165,from,IN,O
47761,Sentence 4165,baltimore,NN,B-fromloc
47762,Sentence 4165,to,TO,O
47763,Sentence 4165,oakland,VB,B-toloc
47764,Sentence 4166,i,NNS,O
47765,Sentence 4166,need,VBP,O
47766,Sentence 4166,a,DT,O
47767,Sentence 4166,flight,NN,O
47768,Sentence 4166,from,IN,O
47769,Sentence 4166,boston,NN,B-fromloc
47770,Sentence 4166,to,TO,O
47771,Sentence 4166,denver,VB,B-toloc
47772,Sentence 4167,show,NN,O
47773,Sentence 4167,flights,NNS,O
47774,Sentence 4167,from,IN,O
47775,Sentence 4167,denver,NN,B-fromloc
47776,Sentence 4167,to,TO,O
47777,Sentence 4167,oakland,VB,B-toloc
47778,Sentence 4168,when,WRB,O
47779,Sentence 4168,do,VBP,O
47780,Sentence 4168,planes,NNS,O
47781,Sentence 4168,leave,VB,O
47782,Sentence 4168,boston,NN,B-fromloc
47783,Sentence 4168,for,IN,O
47784,Sentence 4169,show,VB,O
47785,Sentence 4169,me,PRP,O
47786,Sentence 4169,the,DT,O
47787,Sentence 4169,flights,NNS,O
47788,Sentence 4169,from,IN,O
47789,Sentence 4169,boston,NN,B-fromloc
47790,Sentence 4169,to,TO,O
47791,Sentence 4169,dallas,VB,B-toloc
47792,Sentence 4170,baltimore,NN,B-fromloc
47793,Sentence 4170,to,TO,O
47794,Sentence 4170,philadelphia,VB,B-toloc
47795,Sentence 4171,please,VB,O
47796,Sentence 4171,show,VB,O
47797,Sentence 4171,me,PRP,O
47798,Sentence 4171,all,PDT,O
47799,Sentence 4171,the,DT,O
47800,Sentence 4171,flights,NNS,O
47801,Sentence 4171,from,IN,O
47802,Sentence 4171,boston,NN,B-fromloc
47803,Sentence 4172,show,VB,O
47804,Sentence 4172,me,PRP,O
47805,Sentence 4172,all,DT,O
47806,Sentence 4172,flights,NNS,O
47807,Sentence 4172,arriving,VBG,O
47808,Sentence 4172,to,TO,O
47809,Sentence 4172,denver,VB,B-toloc
47810,Sentence 4172,from,IN,O
47811,Sentence 4172,baltimore,NN,B-fromloc
47812,Sentence 4172,oakland,NN,B-fromloc
47813,Sentence 4172,and,CC,O
47814,Sentence 4172,boston,NN,B-fromloc
47815,Sentence 4173,i,JJ,O
47816,Sentence 4173,d,MD,O
47817,Sentence 4173,like,VB,O
47818,Sentence 4173,to,TO,O
47819,Sentence 4173,see,VB,O
47820,Sentence 4173,the,DT,O
47821,Sentence 4173,flights,NNS,O
47822,Sentence 4173,from,IN,O
47823,Sentence 4173,pittsburgh,NN,B-fromloc
47824,Sentence 4173,to,TO,O
47825,Sentence 4173,philadelphia,VB,B-toloc
47826,Sentence 4174,need,VB,O
47827,Sentence 4174,a,DT,O
47828,Sentence 4174,flight,NN,O
47829,Sentence 4174,from,IN,O
47830,Sentence 4174,pittsburgh,NN,B-fromloc
47831,Sentence 4174,to,TO,O
47832,Sentence 4174,denver,VB,B-toloc
47833,Sentence 4175,flights,NNS,O
47834,Sentence 4175,from,IN,O
47835,Sentence 4175,indianapolis,JJ,B-fromloc
47836,Sentence 4175,nashville,FW,B-fromloc
47837,Sentence 4175,memphis,NN,B-fromloc
47838,Sentence 4175,to,TO,O
47839,Sentence 4175,seattle,VB,O
47840,Sentence 4176,show,NN,O
47841,Sentence 4176,all,DT,O
47842,Sentence 4176,flights,NNS,O
47843,Sentence 4176,philadelphia,VBP,B-fromloc
47844,Sentence 4176,to,TO,O
47845,Sentence 4176,dallas,VB,B-toloc
47846,Sentence 4177,information,NN,O
47847,Sentence 4177,on,IN,O
47848,Sentence 4177,flights,NNS,O
47849,Sentence 4177,from,IN,O
47850,Sentence 4177,boston,NN,B-fromloc
47851,Sentence 4177,to,TO,O
47852,Sentence 4177,washington,VB,B-toloc
47853,Sentence 4178,i,JJ,O
47854,Sentence 4178,d,MD,O
47855,Sentence 4178,like,VB,O
47856,Sentence 4178,to,TO,O
47857,Sentence 4178,book,NN,O
47858,Sentence 4178,a,DT,O
47859,Sentence 4178,flight,NN,O
47860,Sentence 4178,from,IN,O
47861,Sentence 4178,columbus,NN,B-fromloc
47862,Sentence 4178,to,TO,O
47863,Sentence 4178,nashville,VB,B-toloc
47864,Sentence 4178,please,NN,O
47865,Sentence 4179,what,WDT,O
47866,Sentence 4179,are,VBP,O
47867,Sentence 4179,the,DT,O
47868,Sentence 4179,flights,NNS,O
47869,Sentence 4179,between,IN,O
47870,Sentence 4179,milwaukee,NN,B-fromloc
47871,Sentence 4179,and,CC,O
47872,Sentence 4179,pittsburgh,NN,B-toloc
